Age,Attrition,BusinessTravel,DistanceFromHome,Education,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance
Senior,No,Rarely,Short,College,Manager,Very_high,Single,Higher,Yes,Outstanding,Expert,Better
Young,No,Rarely,Long,College,Technician,Low,Divorced,Lower,No,Excellent,Novice,Better
Senior,No,Non-Travel,Short,College,Rappresentative,Very_high,Divorced,On_average,Yes,Excellent,Competent,Better
Senior,No,Rarely,Short,Master,Director,Medium,Divorced,Higher,No,Excellent,Competent,Better
Middle-age,No,Rarely,Long,Master,Technician,High,Married,Lower,No,Outstanding,Beginner,Better
Middle-age,No,Rarely,Short,College,Rappresentative,Medium,Married,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Master,Technician,Very_high,Single,Lower,Yes,Outstanding,Competent,Good
Senior,No,Rarely,Medium,Master,Rappresentative,High,Divorced,On_average,No,Excellent,Proficient,Better
Young,No,Rarely,Short,Bachelor,Technician,High,Married,Lower,No,Excellent,Beginner,Good
Middle-age,No,Rarely,Short,Master,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Bad
Middle-age,Yes,Rarely,Short,Bachelor,Rappresentative,Low,Married,Higher,No,Excellent,Competent,Better
Middle-age,No,Frequently,Medium,Master,Rappresentative,High,Married,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Bachelor,Technician,Low,Single,Lower,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Long,Master,Director,Medium,Married,Higher,No,Excellent,Competent,Better
Middle-age,Yes,Rarely,Short,Bachelor,Technician,Low,Divorced,Lower,Yes,Excellent,Novice,Better
Senior,Yes,Rarely,Short,Doctor,Director,Very_high,Married,Higher,No,Excellent,Expert,Better
Middle-age,Yes,Rarely,Short,Bachelor,Rappresentative,Medium,Married,On_average,No,Excellent,Competent,Better
Middle-age,No,Non-Travel,Short,Master,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Good
Senior,No,Rarely,Medium,Master,Technician,Low,Married,Lower,No,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Master,Technician,Very_high,Single,Lower,No,Excellent,Novice,Bad
Senior,No,Rarely,Long,Doctor,Manager,Very_high,Married,Higher,No,Outstanding,Expert,Better
Middle-age,No,Rarely,Short,Master,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Good
Young,No,Rarely,Short,Bachelor,Technician,Very_high,Married,Lower,No,Outstanding,Novice,Better
Middle-age,No,Rarely,Medium,Bachelor,Rappresentative,Medium,Married,Higher,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Bachelor,Rappresentative,Medium,Single,On_average,No,Excellent,Competent,Best
Middle-age,No,Rarely,Short,Master,Rappresentative,High,Single,Higher,No,Excellent,Proficient,Better
Young,No,Rarely,Short,Below_college,Technician,Low,Single,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Master,Rappresentative,High,Single,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Bachelor,Director,High,Married,Higher,No,Excellent,Competent,Better
Young,No,Frequently,Short,Below_college,Rappresentative,Very_high,Divorced,Higher,No,Excellent,Beginner,Best
Senior,No,Rarely,Short,Bachelor,Manager,High,Married,Higher,Yes,Excellent,Expert,Better
Young,No,Rarely,Medium,Bachelor,Technician,High,Married,Lower,No,Excellent,Beginner,Better
Middle-age,No,Frequently,Short,Master,Rappresentative,Low,Married,On_average,Yes,Excellent,Competent,Better
Senior,No,Rarely,Short,College,Manager,Very_high,Single,Higher,No,Outstanding,Expert,Better
Middle-age,No,Rarely,Long,Bachelor,Rappresentative,High,Married,Lower,No,Excellent,Competent,Good
Middle-age,No,Frequently,Medium,Master,Rappresentative,High,Married,On_average,No,Excellent,Competent,Good
Senior,No,Rarely,Medium,College,Rappresentative,Low,Married,On_average,No,Excellent,Beginner,Better
Senior,No,Rarely,Long,Bachelor,Technician,Medium,Divorced,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,College,Technician,Very_high,Married,Lower,No,Excellent,Novice,Good
Senior,No,Rarely,Short,Master,Manager,Low,Single,Higher,No,Excellent,Expert,Bad
Young,Yes,Rarely,Long,Bachelor,Technician,Medium,Married,Lower,Yes,Excellent,Novice,Better
Young,No,Non-Travel,Long,College,Technician,High,Married,Lower,Yes,Excellent,Beginner,Good
Senior,No,Frequently,Long,Doctor,Manager,High,Married,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Rarely,Short,Master,Technician,Very_high,Married,Lower,No,Excellent,Beginner,Better
Senior,No,Rarely,Short,Bachelor,Manager,Very_high,Divorced,Higher,Yes,Excellent,Expert,Good
Middle-age,No,Rarely,Short,Bachelor,Technician,Medium,Married,Lower,No,Excellent,Beginner,Good
Senior,No,Rarely,Short,Doctor,Rappresentative,Low,Single,On_average,Yes,Excellent,Competent,Better
Senior,No,Non-Travel,Long,Bachelor,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Better
Middle-age,No,Frequently,Short,Master,Rappresentative,Low,Single,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Master,Rappresentative,High,Married,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Frequently,Medium,Master,Rappresentative,Very_high,Divorced,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Long,Master,Technician,Low,Married,Lower,No,Excellent,Competent,Good
Middle-age,No,Rarely,Medium,Doctor,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Better
Young,No,Rarely,Medium,Bachelor,Technician,Low,Divorced,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Doctor,Rappresentative,Low,Married,On_average,No,Excellent,Proficient,Better
Young,No,Rarely,Long,Bachelor,Rappresentative,Low,Divorced,On_average,No,Outstanding,Beginner,Good
Young,No,Rarely,Short,Below_college,Technician,Very_high,Single,Lower,No,Excellent,Beginner,Better
Young,Yes,Frequently,Short,College,Technician,Very_high,Single,Lower,Yes,Excellent,Novice,Best
Senior,No,Rarely,Long,Master,Manager,High,Married,Higher,No,Excellent,Expert,Better
Middle-age,No,Rarely,Short,College,Rappresentative,High,Divorced,Lower,No,Excellent,Competent,Better
Senior,No,Rarely,Medium,Bachelor,Director,High,Married,Higher,No,Excellent,Proficient,Better
Middle-age,No,Non-Travel,Short,Master,Rappresentative,High,Married,On_average,No,Excellent,Proficient,Better
Middle-age,No,Rarely,Medium,Bachelor,Rappresentative,High,Married,On_average,No,Excellent,Competent,Good
Middle-age,No,Frequently,Short,Bachelor,Rappresentative,High,Single,On_average,No,Excellent,Competent,Bad
Senior,No,Rarely,Short,College,Rappresentative,Very_high,Divorced,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,College,Director,High,Married,Higher,Yes,Excellent,Competent,Best
Middle-age,Yes,Rarely,Medium,Bachelor,Director,Low,Married,Higher,No,Excellent,Proficient,Better
Middle-age,No,Rarely,Medium,Bachelor,Technician,Medium,Married,On_average,No,Excellent,Competent,Bad
Senior,No,Rarely,Medium,Bachelor,Director,Very_high,Single,Higher,Yes,Excellent,Proficient,Good
Senior,No,Frequently,Short,Doctor,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Competent,Better
Senior,No,Frequently,Short,Doctor,Manager,Very_high,Married,Higher,No,Outstanding,Expert,Better
Middle-age,Yes,Rarely,Medium,College,Rappresentative,Very_high,Divorced,On_average,Yes,Excellent,Competent,Good
Young,No,Frequently,Short,Below_college,Technician,Very_high,Single,On_average,Yes,Excellent,Beginner,Better
Young,No,Rarely,Short,Bachelor,Technician,High,Married,Lower,No,Excellent,Beginner,Better
Young,No,Frequently,Short,Bachelor,Technician,Very_high,Single,Lower,No,Excellent,Beginner,Good
Senior,Yes,Rarely,Short,Bachelor,Technician,Low,Single,Lower,Yes,Excellent,Competent,Bad
Young,No,Rarely,Medium,Bachelor,Rappresentative,High,Single,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Master,Director,Low,Married,Higher,No,Excellent,Competent,Better
Young,No,Frequently,Short,Below_college,Rappresentative,High,Divorced,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Bachelor,Rappresentative,Medium,Married,On_average,No,Outstanding,Competent,Better
Senior,No,Rarely,Long,Master,Manager,Medium,Married,Higher,No,Excellent,Expert,Better
Senior,No,Rarely,Medium,Doctor,Director,Low,Divorced,Higher,No,Excellent,Proficient,Better
Young,No,Rarely,Short,Bachelor,Technician,High,Single,Lower,No,Excellent,Novice,Better
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,Medium,Divorced,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Bachelor,Technician,Medium,Single,Lower,No,Excellent,Proficient,Better
Senior,No,Rarely,Short,Below_college,Manager,High,Married,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Non-Travel,Short,Master,Rappresentative,High,Married,On_average,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,College,Rappresentative,Low,Divorced,Higher,No,Outstanding,Competent,Better
Senior,No,Rarely,Long,Doctor,Manager,High,Married,Higher,No,Outstanding,Expert,Better
Senior,No,Rarely,Medium,College,Manager,High,Married,Higher,No,Outstanding,Competent,Better
Middle-age,Yes,Frequently,Medium,Master,Rappresentative,Very_high,Single,On_average,Yes,Outstanding,Competent,Best
Middle-age,No,Frequently,Short,Bachelor,Rappresentative,Very_high,Married,On_average,No,Excellent,Proficient,Best
Young,No,Rarely,Short,Bachelor,Rappresentative,Medium,Divorced,On_average,Yes,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Master,Rappresentative,Very_high,Divorced,On_average,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,Medium,Divorced,On_average,No,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Master,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Medium,Bachelor,Technician,Low,Divorced,Lower,Yes,Excellent,Proficient,Good
Middle-age,No,Frequently,Short,Bachelor,Technician,Medium,Single,Lower,No,Outstanding,Beginner,Better
Senior,No,Rarely,Short,Master,Manager,Medium,Divorced,Higher,No,Excellent,Expert,Better
Senior,No,Rarely,Short,Bachelor,Manager,High,Single,Higher,No,Excellent,Expert,Better
Senior,No,Rarely,Long,College,Director,High,Single,Higher,Yes,Excellent,Expert,Better
Young,No,Rarely,Short,Below_college,Technician,Low,Single,Lower,No,Excellent,Novice,Better
Middle-age,No,Non-Travel,Medium,Bachelor,Rappresentative,Very_high,Divorced,On_average,Yes,Outstanding,Competent,Better
Middle-age,No,Rarely,Long,Master,Rappresentative,High,Married,On_average,No,Excellent,Competent,Good
Senior,No,Rarely,Short,Bachelor,Technician,Very_high,Divorced,Lower,Yes,Excellent,Competent,Better
Young,Yes,Rarely,Short,Below_college,Technician,High,Single,On_average,Yes,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,College,Technician,High,Married,Lower,No,Excellent,Competent,Good
Senior,No,Rarely,Long,Master,Director,Very_high,Married,Higher,No,Excellent,Competent,Better
Senior,Yes,Frequently,Short,College,Technician,High,Married,Lower,Yes,Excellent,Proficient,Better
Middle-age,Yes,Rarely,Short,Master,Technician,Medium,Single,Lower,No,Excellent,Novice,Better
Young,No,Non-Travel,Short,Bachelor,Technician,Very_high,Single,Lower,No,Outstanding,Competent,Better
Senior,No,Rarely,Long,Bachelor,Technician,Medium,Divorced,Lower,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,College,Rappresentative,Very_high,Married,On_average,No,Excellent,Proficient,Best
Senior,No,Rarely,Short,Master,Director,Very_high,Divorced,Higher,No,Outstanding,Proficient,Best
Middle-age,No,Rarely,Long,Bachelor,Technician,Medium,Married,Lower,No,Excellent,Competent,Better
Middle-age,No,Frequently,Short,Master,Rappresentative,Very_high,Divorced,Higher,No,Excellent,Beginner,Good
Middle-age,No,Rarely,Medium,Bachelor,Technician,Very_high,Married,Lower,No,Excellent,Competent,Better
Young,Yes,Rarely,Short,Bachelor,Technician,Very_high,Divorced,Lower,Yes,Outstanding,Beginner,Better
Senior,No,Rarely,Short,Bachelor,Director,Very_high,Married,Higher,Yes,Excellent,Competent,Better
Middle-age,No,Frequently,Short,Master,Technician,Very_high,Single,On_average,Yes,Excellent,Beginner,Best
Senior,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Married,Higher,Yes,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Technician,High,Married,On_average,No,Excellent,Beginner,Better
Senior,No,Rarely,Short,Bachelor,Director,High,Single,Higher,No,Excellent,Competent,Better
Young,No,Rarely,Short,Master,Technician,High,Married,Lower,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Master,Rappresentative,Very_high,Single,On_average,No,Excellent,Proficient,Good
Senior,No,Non-Travel,Short,Below_college,Director,High,Married,Higher,No,Outstanding,Expert,Good
Young,Yes,Rarely,Long,Below_college,Technician,High,Married,Lower,No,Excellent,Novice,Better
Senior,Yes,Frequently,Short,Bachelor,Manager,High,Married,Higher,No,Excellent,Expert,Bad
Young,No,Rarely,Medium,Master,Technician,High,Married,Lower,No,Excellent,Beginner,Best
Senior,No,Rarely,Long,College,Manager,Medium,Single,Higher,No,Excellent,Expert,Better
Middle-age,No,Frequently,Medium,Bachelor,Technician,High,Married,Lower,No,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Master,Technician,High,Married,Lower,No,Excellent,Beginner,Best
Senior,No,Non-Travel,Short,Bachelor,Rappresentative,Medium,Married,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Short,College,Rappresentative,Low,Married,On_average,Yes,Excellent,Proficient,Better
Young,No,Rarely,Long,Below_college,Technician,Low,Divorced,On_average,No,Excellent,Beginner,Best
Senior,No,Rarely,Medium,Master,Rappresentative,Medium,Single,On_average,No,Excellent,Proficient,Better
Middle-age,No,Rarely,Long,Master,Rappresentative,High,Married,Higher,No,Excellent,Proficient,Better
Middle-age,No,Rarely,Medium,Below_college,Technician,Very_high,Married,Lower,No,Excellent,Competent,Good
Senior,No,Non-Travel,Short,Master,Rappresentative,Medium,Married,On_average,No,Excellent,Beginner,Bad
Senior,No,Rarely,Short,Bachelor,Director,Very_high,Divorced,Higher,Yes,Excellent,Competent,Good
Middle-age,Yes,Rarely,Medium,Doctor,Rappresentative,Low,Divorced,On_average,Yes,Excellent,Proficient,Better
Middle-age,Yes,Rarely,Short,College,Rappresentative,Medium,Single,Higher,No,Excellent,Competent,Better
Young,No,Rarely,Short,Below_college,Technician,Medium,Single,Lower,No,Excellent,Beginner,Bad
Middle-age,No,Frequently,Long,Below_college,Rappresentative,Very_high,Single,On_average,No,Outstanding,Competent,Good
Middle-age,No,Non-Travel,Short,Bachelor,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Bachelor,Director,High,Married,Higher,No,Excellent,Competent,Bad
Senior,No,Rarely,Short,Master,Manager,Medium,Single,Higher,No,Excellent,Expert,Good
Senior,No,Rarely,Short,Bachelor,Director,High,Married,Higher,No,Outstanding,Competent,Best
Middle-age,No,Frequently,Short,Master,Technician,Low,Single,On_average,No,Excellent,Competent,Better
Young,No,Frequently,Medium,Bachelor,Technician,Very_high,Married,Lower,No,Excellent,Beginner,Better
Middle-age,Yes,Frequently,Short,Bachelor,Technician,Very_high,Divorced,Lower,No,Excellent,Beginner,Good
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,High,Married,Higher,No,Excellent,Beginner,Better
Young,No,Rarely,Short,Bachelor,Technician,Very_high,Single,Lower,No,Excellent,Beginner,Good
Young,Yes,Rarely,Short,Bachelor,Technician,Medium,Single,Lower,No,Excellent,Novice,Better
Young,No,Frequently,Short,Bachelor,Rappresentative,High,Single,On_average,Yes,Excellent,Competent,Best
Middle-age,No,Rarely,Medium,College,Director,Low,Divorced,Higher,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Master,Technician,Very_high,Married,Lower,Yes,Excellent,Beginner,Better
Middle-age,No,Non-Travel,Short,Bachelor,Rappresentative,Medium,Single,On_average,No,Excellent,Competent,Good
Senior,No,Rarely,Medium,Master,Rappresentative,Very_high,Single,On_average,No,Excellent,Competent,Best
Middle-age,Yes,Rarely,Medium,Bachelor,Director,Low,Single,Higher,Yes,Outstanding,Competent,Good
Middle-age,No,Frequently,Short,College,Technician,Medium,Married,Lower,No,Excellent,Competent,Good
Middle-age,Yes,Rarely,Medium,Master,Director,High,Married,Higher,No,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Technician,Low,Divorced,Lower,No,Excellent,Novice,Better
Middle-age,No,Rarely,Medium,Bachelor,Rappresentative,High,Married,On_average,No,Excellent,Competent,Better
Middle-age,No,Non-Travel,Short,Master,Technician,Medium,Single,Lower,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Bachelor,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Proficient,Better
Senior,Yes,Frequently,Medium,Bachelor,Technician,High,Married,Lower,Yes,Excellent,Beginner,Better
Senior,No,Rarely,Medium,Bachelor,Technician,Medium,Divorced,Lower,No,Outstanding,Competent,Good
Senior,No,Rarely,Short,Bachelor,Manager,Low,Married,Higher,No,Excellent,Expert,Better
Middle-age,No,Non-Travel,Short,Bachelor,Rappresentative,Medium,Divorced,Lower,No,Excellent,Competent,Good
Senior,No,Rarely,Short,Master,Technician,Low,Divorced,Lower,No,Outstanding,Beginner,Better
Middle-age,No,Non-Travel,Medium,Bachelor,Rappresentative,High,Divorced,On_average,Yes,Excellent,Proficient,Better
Senior,No,Non-Travel,Short,Master,Manager,High,Married,Higher,Yes,Outstanding,Expert,Good
Senior,No,Rarely,Short,Bachelor,Technician,Very_high,Single,Lower,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,College,Rappresentative,Very_high,Single,On_average,No,Excellent,Beginner,Better
Young,Yes,Rarely,Short,Below_college,Technician,Medium,Single,Lower,No,Excellent,Novice,Better
Middle-age,No,Rarely,Short,College,Technician,High,Married,On_average,No,Excellent,Beginner,Better
Young,Yes,Rarely,Short,Below_college,Technician,Low,Married,Lower,Yes,Excellent,Novice,Better
Middle-age,No,Rarely,Long,Master,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Short,Bachelor,Director,High,Married,Higher,No,Excellent,Proficient,Better
Middle-age,No,Rarely,Short,College,Rappresentative,Medium,Married,On_average,No,Excellent,Beginner,Better
Senior,No,Rarely,Short,Master,Manager,Very_high,Divorced,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Rarely,Medium,Bachelor,Director,Low,Married,Higher,Yes,Excellent,Proficient,Better
Senior,Yes,Frequently,Short,College,Technician,Medium,Divorced,Lower,Yes,Excellent,Beginner,Good
Middle-age,No,Rarely,Short,College,Rappresentative,Medium,Divorced,On_average,No,Excellent,Proficient,Good
Middle-age,Yes,Rarely,Long,Bachelor,Rappresentative,Very_high,Single,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Master,Technician,Low,Married,Lower,No,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Technician,Very_high,Married,Lower,No,Excellent,Beginner,Best
Middle-age,No,Rarely,Medium,Below_college,Director,High,Single,Higher,No,Outstanding,Competent,Better
Senior,No,Non-Travel,Long,College,Rappresentative,Medium,Single,Higher,No,Excellent,Beginner,Better
Senior,No,Rarely,Short,College,Technician,Low,Married,Lower,No,Excellent,Competent,Good
Senior,No,Rarely,Medium,Bachelor,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Good
Middle-age,No,Non-Travel,Short,College,Rappresentative,Very_high,Divorced,On_average,No,Excellent,Proficient,Better
Middle-age,No,Non-Travel,Short,Bachelor,Technician,Medium,Divorced,Lower,No,Excellent,Competent,Better
Middle-age,Yes,Frequently,Short,Master,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Good
Middle-age,Yes,Rarely,Medium,Master,Rappresentative,Low,Single,On_average,No,Excellent,Competent,Bad
Middle-age,No,Frequently,Long,Bachelor,Rappresentative,Very_high,Divorced,On_average,No,Excellent,Competent,Better
Senior,No,Non-Travel,Short,Bachelor,Technician,High,Single,Lower,No,Excellent,Competent,Good
Senior,No,Rarely,Short,Bachelor,Rappresentative,Medium,Single,Higher,No,Excellent,Competent,Bad
Senior,No,Rarely,Short,Below_college,Director,High,Divorced,Higher,Yes,Excellent,Expert,Best
Middle-age,No,Rarely,Medium,Bachelor,Director,High,Single,Higher,No,Excellent,Competent,Better
Young,Yes,Rarely,Long,College,Technician,Medium,Married,Lower,Yes,Excellent,Beginner,Better
Senior,Yes,Rarely,Long,College,Rappresentative,Medium,Married,Higher,No,Outstanding,Competent,Best
Senior,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Divorced,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,College,Rappresentative,High,Married,Higher,No,Outstanding,Competent,Better
Senior,No,Non-Travel,Short,Bachelor,Manager,Medium,Divorced,Higher,No,Outstanding,Expert,Good
Middle-age,No,Rarely,Long,Master,Technician,High,Married,Lower,No,Excellent,Beginner,Best
Senior,No,Rarely,Short,Bachelor,Director,Medium,Divorced,Higher,Yes,Excellent,Expert,Better
Senior,No,Rarely,Medium,Bachelor,Rappresentative,Low,Divorced,On_average,No,Excellent,Proficient,Better
Senior,No,Rarely,Short,Master,Rappresentative,Very_high,Married,Higher,No,Excellent,Competent,Good
Middle-age,No,Frequently,Short,Master,Director,Low,Married,Higher,No,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Technician,Low,Married,Lower,No,Outstanding,Beginner,Better
Middle-age,No,Rarely,Short,Master,Rappresentative,Very_high,Married,On_average,Yes,Outstanding,Expert,Good
Young,No,Rarely,Medium,Bachelor,Rappresentative,Very_high,Single,On_average,No,Excellent,Beginner,Better
Senior,No,Frequently,Medium,Master,Manager,High,Married,Higher,Yes,Excellent,Expert,Better
Young,No,Non-Travel,Medium,Bachelor,Technician,High,Single,Lower,No,Excellent,Novice,Bad
Middle-age,Yes,Rarely,Medium,Doctor,Technician,Low,Married,Lower,No,Excellent,Novice,Better
Young,Yes,Rarely,Medium,Bachelor,Technician,Low,Divorced,Lower,Yes,Excellent,Beginner,Better
Senior,No,Non-Travel,Short,Master,Rappresentative,High,Married,On_average,No,Outstanding,Competent,Best
Middle-age,No,Rarely,Short,Master,Rappresentative,Medium,Married,Higher,Yes,Outstanding,Proficient,Better
Senior,No,Frequently,Short,Master,Rappresentative,Very_high,Married,On_average,No,Outstanding,Competent,Better
Young,No,Frequently,Short,College,Technician,Very_high,Single,Lower,Yes,Excellent,Beginner,Good
Young,No,Frequently,Long,Below_college,Technician,Very_high,Married,On_average,No,Excellent,Competent,Best
Middle-age,No,Frequently,Medium,Master,Rappresentative,Very_high,Single,On_average,No,Excellent,Beginner,Best
Senior,No,Non-Travel,Medium,Master,Technician,High,Married,Lower,No,Outstanding,Competent,Good
Senior,No,Rarely,Short,Master,Technician,High,Single,Lower,No,Excellent,Competent,Better
Senior,No,Rarely,Short,College,Director,Very_high,Divorced,Higher,No,Excellent,Competent,Good
Young,No,Non-Travel,Short,College,Technician,Very_high,Divorced,Lower,No,Excellent,Beginner,Better
Young,No,Rarely,Long,Below_college,Rappresentative,High,Divorced,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Short,Bachelor,Technician,High,Single,On_average,No,Excellent,Competent,Better
Middle-age,Yes,Rarely,Short,Master,Rappresentative,Medium,Single,Higher,Yes,Excellent,Competent,Good
Senior,No,Rarely,Short,Bachelor,Manager,Low,Divorced,Higher,No,Excellent,Expert,Better
Young,No,Rarely,Long,Below_college,Rappresentative,High,Married,Lower,No,Outstanding,Competent,Better
Young,No,Rarely,Short,Below_college,Technician,Medium,Married,Lower,No,Excellent,Novice,Better
Senior,No,Rarely,Short,Bachelor,Manager,High,Married,Higher,No,Excellent,Expert,Better
Senior,No,Rarely,Medium,Bachelor,Manager,Medium,Married,Higher,No,Excellent,Expert,Better
Young,Yes,Frequently,Long,College,Technician,Very_high,Single,Lower,Yes,Outstanding,Novice,Good
Senior,Yes,Rarely,Medium,Bachelor,Director,Medium,Married,Higher,No,Outstanding,Competent,Better
Young,No,Frequently,Medium,Bachelor,Technician,Low,Married,On_average,No,Excellent,Competent,Good
Middle-age,No,Rarely,Medium,Master,Rappresentative,Very_high,Divorced,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Short,Master,Technician,Very_high,Married,Lower,No,Outstanding,Proficient,Best
Young,No,Rarely,Short,Bachelor,Technician,Medium,Married,Lower,No,Excellent,Novice,Better
Middle-age,Yes,Rarely,Short,Bachelor,Technician,Very_high,Single,Lower,No,Excellent,Novice,Good
Young,Yes,Rarely,Short,Below_college,Technician,Medium,Single,Lower,Yes,Outstanding,Novice,Better
Middle-age,No,Rarely,Medium,Master,Rappresentative,High,Married,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Long,Bachelor,Rappresentative,High,Divorced,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Bachelor,Director,Very_high,Married,Higher,Yes,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Technician,Low,Single,Lower,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Master,Rappresentative,Low,Married,On_average,Yes,Outstanding,Proficient,Better
Middle-age,No,Rarely,Medium,College,Rappresentative,Medium,Married,On_average,Yes,Excellent,Beginner,Better
Senior,No,Rarely,Long,College,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Good
Middle-age,No,Frequently,Short,Below_college,Rappresentative,Very_high,Single,On_average,No,Outstanding,Competent,Good
Senior,No,Rarely,Short,Master,Manager,Low,Divorced,Higher,No,Excellent,Expert,Better
Young,No,Rarely,Short,College,Technician,High,Married,Lower,Yes,Excellent,Novice,Good
Young,No,Rarely,Short,College,Rappresentative,High,Single,On_average,No,Excellent,Competent,Good
Senior,No,Frequently,Long,Bachelor,Manager,Very_high,Divorced,Higher,No,Excellent,Expert,Better
Senior,No,Rarely,Short,Master,Rappresentative,Low,Married,On_average,No,Excellent,Competent,Better
Middle-age,Yes,Non-Travel,Medium,Master,Technician,Low,Married,Lower,Yes,Outstanding,Beginner,Better
Senior,Yes,Rarely,Long,College,Technician,Very_high,Single,Lower,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Medium,College,Rappresentative,Medium,Married,On_average,No,Excellent,Competent,Bad
Senior,No,Rarely,Short,Bachelor,Rappresentative,Medium,Married,On_average,No,Outstanding,Competent,Better
Senior,No,Rarely,Short,Bachelor,Director,Low,Married,Higher,No,Excellent,Proficient,Best
Middle-age,No,Rarely,Medium,College,Rappresentative,Very_high,Divorced,Higher,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Below_college,Rappresentative,Very_high,Married,Higher,Yes,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Bachelor,Technician,High,Divorced,On_average,No,Excellent,Beginner,Good
Young,No,Frequently,Short,Bachelor,Technician,Very_high,Married,Lower,No,Excellent,Competent,Better
Senior,No,Frequently,Short,Master,Rappresentative,High,Single,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Master,Rappresentative,High,Single,On_average,No,Excellent,Competent,Good
Young,No,Frequently,Short,College,Rappresentative,Very_high,Married,Higher,Yes,Excellent,Competent,Better
Young,Yes,Frequently,Long,Bachelor,Technician,Low,Single,Lower,No,Excellent,Novice,Better
Middle-age,No,Non-Travel,Long,Master,Rappresentative,High,Married,On_average,No,Excellent,Competent,Better
Young,No,Rarely,Short,Master,Technician,Medium,Married,Lower,No,Excellent,Beginner,Good
Middle-age,No,Frequently,Long,Master,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Proficient,Better
